,altitude,country,get_distance_from,iata,icao,latitude,longitude,name,set_airport_details
308,410,Italy,<bound method Entity.get_distance_from of <(LIPA) Aviano Air Base - Altitude: 410 - Latitude: 46.031879 - Longitude: 12.59647>>,AVB,LIPA,46.031879,12.59647,Aviano Air Base,<bound method Airport.set_airport_details of <(LIPA) Aviano Air Base - Altitude: 410 - Latitude: 46.031879 - Longitude: 12.59647>>
309,124,France,<bound method Entity.get_distance_from of <(LFMV) Avignon Caumont Airport - Altitude: 124 - Latitude: 43.906582 - Longitude: 4.902028>>,AVN,LFMV,43.906582,4.902028,Avignon Caumont Airport,<bound method Airport.set_airport_details of <(LFMV) Avignon Caumont Airport - Altitude: 124 - Latitude: 43.906582 - Longitude: 4.902028>>
310,962,United States,<bound method Entity.get_distance_from of <(KAVP) Avoca Wilkes-Barre/Scranton International Airport - Altitude: 962 - Latitude: 41.33847 - Longitude: -75.723297>>,AVP,KAVP,41.33847,-75.723297,Avoca Wilkes-Barre/Scranton International Airport,<bound method Airport.set_airport_details of <(KAVP) Avoca Wilkes-Barre/Scranton International Airport - Altitude: 962 - Latitude: 41.33847 - Longitude: -75.723297>>
311,153,United States,<bound method Entity.get_distance_from of <(KAVO) Avon Park Executive Airport - Altitude: 153 - Latitude: 27.590343 - Longitude: -81.528511>>,AVO,KAVO,27.590343,-81.528511,Avon Park Executive Airport,<bound method Airport.set_airport_details of <(KAVO) Avon Park Executive Airport - Altitude: 153 - Latitude: 27.590343 - Longitude: -81.528511>>
312,49,Bahrain,<bound method Entity.get_distance_from of <(OBKH) Awali Sakhir Air Base - Altitude: 49 - Latitude: 26.034721 - Longitude: 50.524445>>,KHB,OBKH,26.034721,50.524445,Awali Sakhir Air Base,<bound method Airport.set_airport_details of <(OBKH) Awali Sakhir Air Base - Altitude: 49 - Latitude: 26.034721 - Longitude: 50.524445>>
313,5604,Ethiopia,<bound method Entity.get_distance_from of <(HALA) Awasa Airport - Altitude: 5604 - Latitude: 7.095 - Longitude: 38.398335>>,AWA,HALA,7.095,38.398335,Awasa Airport,<bound method Airport.set_airport_details of <(HALA) Awasa Airport - Altitude: 5604 - Latitude: 7.095 - Longitude: 38.398335>>
314,6915,Ethiopia,<bound method Entity.get_distance_from of <(HAAX) Axum Airport - Altitude: 6915 - Latitude: 14.14675 - Longitude: 38.772831>>,AXU,HAAX,14.14675,38.772831,Axum Airport,<bound method Airport.set_airport_details of <(HAAX) Axum Airport - Altitude: 6915 - Latitude: 14.14675 - Longitude: 38.772831>>
315,8917,Peru,<bound method Entity.get_distance_from of <(SPHO) Ayacucho Airport - Altitude: 8917 - Latitude: -13.1548 - Longitude: -74.204399>>,AYP,SPHO,-13.1548,-74.204399,Ayacucho Airport,<bound method Airport.set_airport_details of <(SPHO) Ayacucho Airport - Altitude: 8917 - Latitude: -13.1548 - Longitude: -74.204399>>
316,96,Turkey,<bound method Entity.get_distance_from of <(LTBD) Aydin Cildir Airport - Altitude: 96 - Latitude: 37.815407 - Longitude: 27.887142>>,CII,LTBD,37.815407,27.887142,Aydin Cildir Airport,<bound method Airport.set_airport_details of <(LTBD) Aydin Cildir Airport - Altitude: 96 - Latitude: 37.815407 - Longitude: 27.887142>>
317,1626,Australia,<bound method Entity.get_distance_from of <(YAYE) Ayers Rock Airport - Altitude: 1626 - Latitude: -25.1861 - Longitude: 130.975494>>,AYQ,YAYE,-25.1861,130.975494,Ayers Rock Airport,<bound method Airport.set_airport_details of <(YAYE) Ayers Rock Airport - Altitude: 1626 - Latitude: -25.1861 - Longitude: 130.975494>>
318,403,India,<bound method Entity.get_distance_from of <(VEAY) Ayodhya Airport - Altitude: 403 - Latitude: 26.751339 - Longitude: 82.15538>>,AYJ,VEAY,26.751339,82.15538,Ayodhya Airport,<bound method Airport.set_airport_details of <(VEAY) Ayodhya Airport - Altitude: 403 - Latitude: 26.751339 - Longitude: 82.15538>>
319,41,Australia,<bound method Entity.get_distance_from of <(YAYR) Ayr Airport - Altitude: 41 - Latitude: -19.591232 - Longitude: 147.326462>>,AYR,YAYR,-19.591232,147.326462,Ayr Airport,<bound method Airport.set_airport_details of <(YAYR) Ayr Airport - Altitude: 41 - Latitude: -19.591232 - Longitude: 147.326462>>
320,313,India,<bound method Entity.get_distance_from of <(VEAH) Azamgarh Airport - Altitude: 313 - Latitude: 26.155241 - Longitude: 83.117126>>,AZH,VEAH,26.155241,83.117126,Azamgarh Airport,<bound method Airport.set_airport_details of <(VEAH) Azamgarh Airport - Altitude: 313 - Latitude: 26.155241 - Longitude: 83.117126>>
321,10,Indonesia,<bound method Entity.get_distance_from of <(WASO) Babo Airport - Altitude: 10 - Latitude: -2.53224 - Longitude: 133.438797>>,BXB,WASO,-2.53224,133.438797,Babo Airport,<bound method Airport.set_airport_details of <(WASO) Babo Airport - Altitude: 10 - Latitude: -2.53224 - Longitude: 133.438797>>
322,607,Romania,<bound method Entity.get_distance_from of <(LRBC) Bacau International Airport - Altitude: 607 - Latitude: 46.521938 - Longitude: 26.910271>>,BCM,LRBC,46.521938,26.910271,Bacau International Airport,<bound method Airport.set_airport_details of <(LRBC) Bacau International Airport - Altitude: 607 - Latitude: 46.521938 - Longitude: 26.910271>>
323,25,Philippines,<bound method Entity.get_distance_from of <(RPVB) Bacolod City Silay International Airport - Altitude: 25 - Latitude: 10.776905 - Longitude: 123.018394>>,BCD,RPVB,10.776905,123.018394,Bacolod City Silay International Airport,<bound method Airport.set_airport_details of <(RPVB) Bacolod City Silay International Airport - Altitude: 25 - Latitude: 10.776905 - Longitude: 123.018394>>
324,609,Spain,<bound method Entity.get_distance_from of <(LEBZ) Badajoz Airport - Altitude: 609 - Latitude: 38.891251 - Longitude: -6.82133>>,BJZ,LEBZ,38.891251,-6.82133,Badajoz Airport,<bound method Airport.set_airport_details of <(LEBZ) Badajoz Airport - Altitude: 609 - Latitude: 38.891251 - Longitude: -6.82133>>
325,28,Pakistan,<bound method Entity.get_distance_from of <(OPTH) Badin Talhar Airport - Altitude: 28 - Latitude: 24.841511 - Longitude: 68.838402>>,BDN,OPTH,24.841511,68.838402,Badin Talhar Airport,<bound method Airport.set_airport_details of <(OPTH) Badin Talhar Airport - Altitude: 28 - Latitude: 24.841511 - Longitude: 68.838402>>
326,14,Australia,<bound method Entity.get_distance_from of <(YBAU) Badu Island Airport - Altitude: 14 - Latitude: -10.15 - Longitude: 142.173401>>,BDD,YBAU,-10.15,142.173401,Badu Island Airport,<bound method Airport.set_airport_details of <(YBAU) Badu Island Airport - Altitude: 14 - Latitude: -10.15 - Longitude: 142.173401>>
327,4347,Cameroon,<bound method Entity.get_distance_from of <(FKKU) Bafoussam Airport - Altitude: 4347 - Latitude: 5.536919 - Longitude: 10.35458>>,BFX,FKKU,5.536919,10.35458,Bafoussam Airport,<bound method Airport.set_airport_details of <(FKKU) Bafoussam Airport - Altitude: 4347 - Latitude: 5.536919 - Longitude: 10.35458>>
328,600,Brazil,<bound method Entity.get_distance_from of <(SBBG) Bage Comandante Gustavo Kraemer Airport - Altitude: 600 - Latitude: -31.390499 - Longitude: -54.112202>>,BGX,SBBG,-31.390499,-54.112202,Bage Comandante Gustavo Kraemer Airport,<bound method Airport.set_airport_details of <(SBBG) Bage Comandante Gustavo Kraemer Airport - Altitude: 600 - Latitude: -31.390499 - Longitude: -54.112202>>
329,114,Iraq,<bound method Entity.get_distance_from of <(ORBI) Baghdad International Airport - Altitude: 114 - Latitude: 33.262501 - Longitude: 44.234444>>,BGW,ORBI,33.262501,44.234444,Baghdad International Airport,<bound method Airport.set_airport_details of <(ORBI) Baghdad International Airport - Altitude: 114 - Latitude: 33.262501 - Longitude: 44.234444>>
330,3320,Nepal,<bound method Entity.get_distance_from of <(VNBL) Baglung Airport - Altitude: 3320 - Latitude: 28.212799 - Longitude: 83.666298>>,BGL,VNBL,28.212799,83.666298,Baglung Airport,<bound method Airport.set_airport_details of <(VNBL) Baglung Airport - Altitude: 3320 - Latitude: 28.212799 - Longitude: 83.666298>>
331,4251,Philippines,<bound method Entity.get_distance_from of <(RPUB) Baguio Loakan Airport - Altitude: 4251 - Latitude: 16.375099 - Longitude: 120.619598>>,BAG,RPUB,16.375099,120.619598,Baguio Loakan Airport,<bound method Airport.set_airport_details of <(RPUB) Baguio Loakan Airport - Altitude: 4251 - Latitude: 16.375099 - Longitude: 120.619598>>
332,392,Pakistan,<bound method Entity.get_distance_from of <(OPBW) Bahawalpur Airport - Altitude: 392 - Latitude: 29.348057 - Longitude: 71.717781>>,BHV,OPBW,29.348057,71.717781,Bahawalpur Airport,<bound method Airport.set_airport_details of <(OPBW) Bahawalpur Airport - Altitude: 392 - Latitude: 29.348057 - Longitude: 71.717781>>
333,246,Argentina,<bound method Entity.get_distance_from of <(SAZB) Bahia Blanca Comandante Espora Airport - Altitude: 246 - Latitude: -38.724899 - Longitude: -62.1693>>,BHI,SAZB,-38.724899,-62.1693,Bahia Blanca Comandante Espora Airport,<bound method Airport.set_airport_details of <(SAZB) Bahia Blanca Comandante Espora Airport - Altitude: 246 - Latitude: -38.724899 - Longitude: -62.1693>>
334,80,Colombia,<bound method Entity.get_distance_from of <(SKBS) Bahia Solano Jose Celestino Mutis Airport - Altitude: 80 - Latitude: 6.202936 - Longitude: -77.394798>>,BSC,SKBS,6.202936,-77.394798,Bahia Solano Jose Celestino Mutis Airport,<bound method Airport.set_airport_details of <(SKBS) Bahia Solano Jose Celestino Mutis Airport - Altitude: 80 - Latitude: 6.202936 - Longitude: -77.394798>>
335,5976,Ethiopia,<bound method Entity.get_distance_from of <(HABD) Bahir Dar Airport - Altitude: 5976 - Latitude: 11.60807 - Longitude: 37.32164>>,BJR,HABD,11.60807,37.32164,Bahir Dar Airport,<bound method Airport.set_airport_details of <(HABD) Bahir Dar Airport - Altitude: 5976 - Latitude: 11.60807 - Longitude: 37.32164>>
336,6,Bahrain,<bound method Entity.get_distance_from of <(OBBI) Bahrain International Airport - Altitude: 6 - Latitude: 26.27083 - Longitude: 50.63361>>,BAH,OBBI,26.27083,50.63361,Bahrain International Airport,<bound method Airport.set_airport_details of <(OBBI) Bahrain International Airport - Altitude: 6 - Latitude: 26.27083 - Longitude: 50.63361>>
337,605,Romania,<bound method Entity.get_distance_from of <(LRBM) Baia Mare Airport - Altitude: 605 - Latitude: 47.658379 - Longitude: 23.47002>>,BAY,LRBM,47.658379,23.47002,Baia Mare Airport,<bound method Airport.set_airport_details of <(LRBM) Baia Mare Airport - Altitude: 605 - Latitude: 47.658379 - Longitude: 23.47002>>
338,463,China,<bound method Entity.get_distance_from of <(ZYBA) Baicheng Chang'an Airport - Altitude: 463 - Latitude: 45.50528 - Longitude: 123.019722>>,DBC,ZYBA,45.50528,123.019722,Baicheng Chang'an Airport,<bound method Airport.set_airport_details of <(ZYBA) Baicheng Chang'an Airport - Altitude: 463 - Latitude: 45.50528 - Longitude: 123.019722>>
339,71,Canada,<bound method Entity.get_distance_from of <(CYBC) Baie Comeau Airport - Altitude: 71 - Latitude: 49.1325 - Longitude: -68.204399>>,YBC,CYBC,49.1325,-68.204399,Baie Comeau Airport,<bound method Airport.set_airport_details of <(CYBC) Baie Comeau Airport - Altitude: 71 - Latitude: 49.1325 - Longitude: -68.204399>>
340,134,United States,<bound method Entity.get_distance_from of <(KBGE) Bainbridge Decatur County Airport - Altitude: 134 - Latitude: 30.972855 - Longitude: -84.635307>>,BGE,KBGE,30.972855,-84.635307,Bainbridge Decatur County Airport,<bound method Airport.set_airport_details of <(KBGE) Bainbridge Decatur County Airport - Altitude: 134 - Latitude: 30.972855 - Longitude: -84.635307>>
341,165,Australia,<bound method Entity.get_distance_from of <(YBNS) Bairnsdale Airport - Altitude: 165 - Latitude: -37.887501 - Longitude: 147.567993>>,BSJ,YBNS,-37.887501,147.567993,Bairnsdale Airport,<bound method Airport.set_airport_details of <(YBNS) Bairnsdale Airport - Altitude: 165 - Latitude: -37.887501 - Longitude: 147.567993>>
342,480,China,<bound method Entity.get_distance_from of <(ZGBS) Baise Bama Airport - Altitude: 480 - Latitude: 23.719469 - Longitude: 106.967773>>,AEB,ZGBS,23.719469,106.967773,Baise Bama Airport,<bound method Airport.set_airport_details of <(ZGBS) Baise Bama Airport - Altitude: 480 - Latitude: 23.719469 - Longitude: 106.967773>>
343,2883,China,<bound method Entity.get_distance_from of <(ZYBS) Baishan Changbaishan Airport - Altitude: 2883 - Latitude: 42.088055 - Longitude: 127.548889>>,NBS,ZYBS,42.088055,127.548889,Baishan Changbaishan Airport,<bound method Airport.set_airport_details of <(ZYBS) Baishan Changbaishan Airport - Altitude: 2883 - Latitude: 42.088055 - Longitude: 127.548889>>
344,4326,Indonesia,<bound method Entity.get_distance_from of <(WATB) Bajawa Turelelo Soa Airport - Altitude: 4326 - Latitude: -8.7125 - Longitude: 121.0625>>,BJW,WATB,-8.7125,121.0625,Bajawa Turelelo Soa Airport,<bound method Airport.set_airport_details of <(WATB) Bajawa Turelelo Soa Airport - Altitude: 4326 - Latitude: -8.7125 - Longitude: 121.0625>>
345,3039,Malaysia,<bound method Entity.get_distance_from of <(WBGO) Bakelalan Airport - Altitude: 3039 - Latitude: 3.973691 - Longitude: 115.617157>>,BKM,WBGO,3.973691,115.617157,Bakelalan Airport,<bound method Airport.set_airport_details of <(WBGO) Bakelalan Airport - Altitude: 3039 - Latitude: 3.973691 - Longitude: 115.617157>>
346,3373,United States,<bound method Entity.get_distance_from of <(KBKE) Baker City Municipal Airport - Altitude: 3373 - Latitude: 44.837299 - Longitude: -117.808998>>,BKE,KBKE,44.837299,-117.808998,Baker City Municipal Airport,<bound method Airport.set_airport_details of <(KBKE) Baker City Municipal Airport - Altitude: 3373 - Latitude: 44.837299 - Longitude: -117.808998>>
347,59,Canada,<bound method Entity.get_distance_from of <(CYBK) Baker Lake Airport - Altitude: 59 - Latitude: 64.298882 - Longitude: -96.077698>>,YBK,CYBK,64.298882,-96.077698,Baker Lake Airport,<bound method Airport.set_airport_details of <(CYBK) Baker Lake Airport - Altitude: 59 - Latitude: 64.298882 - Longitude: -96.077698>>
348,510,United States,<bound method Entity.get_distance_from of <(KBFL) Bakersfield Meadows Field Airport - Altitude: 510 - Latitude: 35.433861 - Longitude: -119.056999>>,BFL,KBFL,35.433861,-119.056999,Bakersfield Meadows Field Airport,<bound method Airport.set_airport_details of <(KBFL) Bakersfield Meadows Field Airport - Altitude: 510 - Latitude: 35.433861 - Longitude: -119.056999>>
349,10,Azerbaijan,<bound method Entity.get_distance_from of <(UBBB) Baku Heydar Aliyev International Airport - Altitude: 10 - Latitude: 40.467499 - Longitude: 50.046661>>,GYD,UBBB,40.467499,50.046661,Baku Heydar Aliyev International Airport,<bound method Airport.set_airport_details of <(UBBB) Baku Heydar Aliyev International Airport - Altitude: 10 - Latitude: 40.467499 - Longitude: 50.046661>>
350,29,Solomon Islands,<bound method Entity.get_distance_from of <(AGGE) Balalae - Altitude: 29 - Latitude: -6.99111 - Longitude: 155.88559>>,BAS,AGGE,-6.99111,155.88559,Balalae,<bound method Airport.set_airport_details of <(AGGE) Balalae - Altitude: 29 - Latitude: -6.99111 - Longitude: 155.88559>>
351,33,Panama,<bound method Entity.get_distance_from of <(MPPA) Balboa Panama Pacifico International Airport - Altitude: 33 - Latitude: 8.914011 - Longitude: -79.598091>>,BLB,MPPA,8.914011,-79.598091,Balboa Panama Pacifico International Airport,<bound method Airport.set_airport_details of <(MPPA) Balboa Panama Pacifico International Airport - Altitude: 33 - Latitude: 8.914011 - Longitude: -79.598091>>
352,472,Australia,<bound method Entity.get_distance_from of <(YBLC) Balcanoona Airport - Altitude: 472 - Latitude: -30.534555 - Longitude: 139.33754>>,LCN,YBLC,-30.534555,139.33754,Balcanoona Airport,<bound method Airport.set_airport_details of <(YBLC) Balcanoona Airport - Altitude: 472 - Latitude: -30.534555 - Longitude: 139.33754>>
353,1423,Australia,<bound method Entity.get_distance_from of <(YBGO) Balgo Hill Airport - Altitude: 1423 - Latitude: -20.153719 - Longitude: 127.977119>>,BQW,YBGO,-20.153719,127.977119,Balgo Hill Airport,<bound method Airport.set_airport_details of <(YBGO) Balgo Hill Airport - Altitude: 1423 - Latitude: -20.153719 - Longitude: 127.977119>>
354,12,Indonesia,<bound method Entity.get_distance_from of <(WALL) Balikpapan Sepinggan Airport - Altitude: 12 - Latitude: -1.26827 - Longitude: 116.894402>>,BPN,WALL,-1.26827,116.894402,Balikpapan Sepinggan Airport,<bound method Airport.set_airport_details of <(WALL) Balikpapan Sepinggan Airport - Altitude: 12 - Latitude: -1.26827 - Longitude: 116.894402>>
355,1446,Kazakhstan,<bound method Entity.get_distance_from of <(UAAH) Balkhash Airport - Altitude: 1446 - Latitude: 46.893299 - Longitude: 75.004997>>,BXH,UAAH,46.893299,75.004997,Balkhash Airport,<bound method Airport.set_airport_details of <(UAAH) Balkhash Airport - Altitude: 1446 - Latitude: 46.893299 - Longitude: 75.004997>>
356,1443,Australia,<bound method Entity.get_distance_from of <(YBLT) Ballarat Airport - Altitude: 1443 - Latitude: -37.509186 - Longitude: 143.794495>>,QLB,YBLT,-37.509186,143.794495,Ballarat Airport,<bound method Airport.set_airport_details of <(YBLT) Ballarat Airport - Altitude: 1443 - Latitude: -37.509186 - Longitude: 143.794495>>
357,385,Australia,<bound method Entity.get_distance_from of <(YLLE) Ballera Airport - Altitude: 385 - Latitude: -27.408333 - Longitude: 141.808334>>,BBL,YLLE,-27.408333,141.808334,Ballera Airport,<bound method Airport.set_airport_details of <(YLLE) Ballera Airport - Altitude: 385 - Latitude: -27.408333 - Longitude: 141.808334>>
358,7,Australia,<bound method Entity.get_distance_from of <(YBNA) Ballina Byron Gateway Airport - Altitude: 7 - Latitude: -28.833799 - Longitude: 153.5625>>,BNK,YBNA,-28.833799,153.5625,Ballina Byron Gateway Airport,<bound method Airport.set_airport_details of <(YBNA) Ballina Byron Gateway Airport - Altitude: 7 - Latitude: -28.833799 - Longitude: 153.5625>>
359,1722,Chile,<bound method Entity.get_distance_from of <(SCBA) Balmaceda Airport - Altitude: 1722 - Latitude: -45.916 - Longitude: -71.6894>>,BBA,SCBA,-45.916,-71.6894,Balmaceda Airport,<bound method Airport.set_airport_details of <(SCBA) Balmaceda Airport - Altitude: 1722 - Latitude: -45.916 - Longitude: -71.6894>>
360,22,United States,<bound method Entity.get_distance_from of <(KMTN) Baltimore Martin State Airport - Altitude: 22 - Latitude: 39.321667 - Longitude: -76.411667>>,MTN,KMTN,39.321667,-76.411667,Baltimore Martin State Airport,<bound method Airport.set_airport_details of <(KMTN) Baltimore Martin State Airport - Altitude: 22 - Latitude: 39.321667 - Longitude: -76.411667>>
361,146,United States,<bound method Entity.get_distance_from of <(KBWI) Baltimore Washington International Airport - Altitude: 146 - Latitude: 39.175362 - Longitude: -76.668297>>,BWI,KBWI,39.175362,-76.668297,Baltimore Washington International Airport,<bound method Airport.set_airport_details of <(KBWI) Baltimore Washington International Airport - Altitude: 146 - Latitude: 39.175362 - Longitude: -76.668297>>
362,7,Germany,<bound method Entity.get_distance_from of <(EDWZ) Baltrum Airport - Altitude: 7 - Latitude: 53.724724 - Longitude: 7.373333>>,BMR,EDWZ,53.724724,7.373333,Baltrum Airport,<bound method Airport.set_airport_details of <(EDWZ) Baltrum Airport - Altitude: 7 - Latitude: 53.724724 - Longitude: 7.373333>>
363,3184,Iran,<bound method Entity.get_distance_from of <(OIKM) Bam Airport - Altitude: 3184 - Latitude: 29.084208 - Longitude: 58.449783>>,BXR,OIKM,29.084208,58.449783,Bam Airport,<bound method Airport.set_airport_details of <(OIKM) Bam Airport - Altitude: 3184 - Latitude: 29.084208 - Longitude: 58.449783>>
364,33,Australia,<bound method Entity.get_distance_from of <(YNPE) Bamaga Northern Peninsula Airport - Altitude: 33 - Latitude: -10.945702 - Longitude: 142.454697>>,ABM,YNPE,-10.945702,142.454697,Bamaga Northern Peninsula Airport,<bound method Airport.set_airport_details of <(YNPE) Bamaga Northern Peninsula Airport - Altitude: 33 - Latitude: -10.945702 - Longitude: 142.454697>>
365,1247,Mali,<bound method Entity.get_distance_from of <(GABS) Bamako Senou International Airport - Altitude: 1247 - Latitude: 12.53354 - Longitude: -7.94994>>,BKO,GABS,12.53354,-7.94994,Bamako Senou International Airport,<bound method Airport.set_airport_details of <(GABS) Bamako Senou International Airport - Altitude: 1247 - Latitude: 12.53354 - Longitude: -7.94994>>
366,816,Germany,<bound method Entity.get_distance_from of <(EDQA) Bamberg Breitenau Airport - Altitude: 816 - Latitude: 49.921146 - Longitude: 10.915216>>,QCB,EDQA,49.921146,10.915216,Bamberg Breitenau Airport,<bound method Airport.set_airport_details of <(EDQA) Bamberg Breitenau Airport - Altitude: 816 - Latitude: 49.921146 - Longitude: 10.915216>>
367,4065,Cameroon,<bound method Entity.get_distance_from of <(FKKV) Bamenda Airport - Altitude: 4065 - Latitude: 6.039239 - Longitude: 10.12263>>,BPC,FKKV,6.039239,10.12263,Bamenda Airport,<bound method Airport.set_airport_details of <(FKKV) Bamenda Airport - Altitude: 4065 - Latitude: 6.039239 - Longitude: 10.12263>>
368,1380,Laos,<bound method Entity.get_distance_from of <(VLHS) Ban Houeisay Airport - Altitude: 1380 - Latitude: 20.260511 - Longitude: 100.436783>>,HOE,VLHS,20.260511,100.436783,Ban Houeisay Airport,<bound method Airport.set_airport_details of <(VLHS) Ban Houeisay Airport - Altitude: 1380 - Latitude: 20.260511 - Longitude: 100.436783>>
369,65,Indonesia,<bound method Entity.get_distance_from of <(WITT) Banda Aceh International Airport - Altitude: 65 - Latitude: 5.523522 - Longitude: 95.420372>>,BTJ,WITT,5.523522,95.420372,Banda Aceh International Airport,<bound method Airport.set_airport_details of <(WITT) Banda Aceh International Airport - Altitude: 65 - Latitude: 5.523522 - Longitude: 95.420372>>
370,22,Iran,<bound method Entity.get_distance_from of <(OIKB) Bandar Abbas International Airport - Altitude: 22 - Latitude: 27.218309 - Longitude: 56.37785>>,BND,OIKB,27.218309,56.37785,Bandar Abbas International Airport,<bound method Airport.set_airport_details of <(OIKB) Bandar Abbas International Airport - Altitude: 22 - Latitude: 27.218309 - Longitude: 56.37785>>
371,282,Indonesia,<bound method Entity.get_distance_from of <(WICT) Bandar Lampung Radin Inten II Airport - Altitude: 282 - Latitude: -5.2425 - Longitude: 105.178886>>,TKG,WICT,-5.2425,105.178886,Bandar Lampung Radin Inten II Airport,<bound method Airport.set_airport_details of <(WICT) Bandar Lampung Radin Inten II Airport - Altitude: 282 - Latitude: -5.2425 - Longitude: 105.178886>>
372,67,Iran,<bound method Entity.get_distance_from of <(OIBL) Bandar Lengeh Airport - Altitude: 67 - Latitude: 26.532 - Longitude: 54.824841>>,BDH,OIBL,26.532,54.824841,Bandar Lengeh Airport,<bound method Airport.set_airport_details of <(OIBL) Bandar Lengeh Airport - Altitude: 67 - Latitude: 26.532 - Longitude: 54.824841>>
373,2436,Indonesia,<bound method Entity.get_distance_from of <(WICC) Bandung Husein Sastranegara International Airport - Altitude: 2436 - Latitude: -6.90062 - Longitude: 107.576202>>,BDO,WICC,-6.90062,107.576202,Bandung Husein Sastranegara International Airport,<bound method Airport.set_airport_details of <(WICC) Bandung Husein Sastranegara International Airport - Altitude: 2436 - Latitude: -6.90062 - Longitude: 107.576202>>
374,9,Thailand,<bound method Entity.get_distance_from of <(VTBD) Bangkok Don Mueang International Airport - Altitude: 9 - Latitude: 13.9125 - Longitude: 100.606697>>,DMK,VTBD,13.9125,100.606697,Bangkok Don Mueang International Airport,<bound method Airport.set_airport_details of <(VTBD) Bangkok Don Mueang International Airport - Altitude: 9 - Latitude: 13.9125 - Longitude: 100.606697>>
375,5,Thailand,<bound method Entity.get_distance_from of <(VTBS) Bangkok Suvarnabhumi Airport - Altitude: 5 - Latitude: 13.6811 - Longitude: 100.7472>>,BKK,VTBS,13.6811,100.7472,Bangkok Suvarnabhumi Airport,<bound method Airport.set_airport_details of <(VTBS) Bangkok Suvarnabhumi Airport - Altitude: 5 - Latitude: 13.6811 - Longitude: 100.7472>>
376,192,United States,<bound method Entity.get_distance_from of <(KBGR) Bangor International Airport - Altitude: 192 - Latitude: 44.807442 - Longitude: -68.828102>>,BGR,KBGR,44.807442,-68.828102,Bangor International Airport,<bound method Airport.set_airport_details of <(KBGR) Bangor International Airport - Altitude: 192 - Latitude: 44.807442 - Longitude: -68.828102>>
377,1208,Central African Republic,<bound method Entity.get_distance_from of <(FEFF) Bangui Airport - Altitude: 1208 - Latitude: 4.398475 - Longitude: 18.51878>>,BGF,FEFF,4.398475,18.51878,Bangui Airport,<bound method Airport.set_airport_details of <(FEFF) Bangui Airport - Altitude: 1208 - Latitude: 4.398475 - Longitude: 18.51878>>
378,400,Bosnia And Herzegovina,<bound method Entity.get_distance_from of <(LQBK) Banja Luka International Airport - Altitude: 400 - Latitude: 44.941441 - Longitude: 17.297501>>,BNX,LQBK,44.941441,17.297501,Banja Luka International Airport,<bound method Airport.set_airport_details of <(LQBK) Banja Luka International Airport - Altitude: 400 - Latitude: 44.941441 - Longitude: 17.297501>>
379,66,Indonesia,<bound method Entity.get_distance_from of <(WAOO) Banjarmasin Syamsudin Noor Airport - Altitude: 66 - Latitude: -3.44235 - Longitude: 114.762497>>,BDJ,WAOO,-3.44235,114.762497,Banjarmasin Syamsudin Noor Airport,<bound method Airport.set_airport_details of <(WAOO) Banjarmasin Syamsudin Noor Airport - Altitude: 66 - Latitude: -3.44235 - Longitude: 114.762497>>
380,95,Gambia,<bound method Entity.get_distance_from of <(GBYD) Banjul International Airport - Altitude: 95 - Latitude: 13.33796 - Longitude: -16.652201>>,BJL,GBYD,13.33796,-16.652201,Banjul International Airport,<bound method Airport.set_airport_details of <(GBYD) Banjul International Airport - Altitude: 95 - Latitude: 13.33796 - Longitude: -16.652201>>
381,29,Australia,<bound method Entity.get_distance_from of <(YSBK) Bankstown Airport - Altitude: 29 - Latitude: -33.9244 - Longitude: 150.988297>>,BWU,YSBK,-33.9244,150.988297,Bankstown Airport,<bound method Airport.set_airport_details of <(YSBK) Bankstown Airport - Altitude: 29 - Latitude: -33.9244 - Longitude: 150.988297>>
382,5514,China,<bound method Entity.get_distance_from of <(ZPBS) Baoshan Yunduan Airport - Altitude: 5514 - Latitude: 25.055182 - Longitude: 99.16143>>,BSD,ZPBS,25.055182,99.16143,Baoshan Yunduan Airport,<bound method Airport.set_airport_details of <(ZPBS) Baoshan Yunduan Airport - Altitude: 5514 - Latitude: 25.055182 - Longitude: 99.16143>>
383,123,China,<bound method Entity.get_distance_from of <(ZBOW) Baotou Erliban Airport - Altitude: 123 - Latitude: 40.55999 - Longitude: 109.996902>>,BAV,ZBOW,40.55999,109.996902,Baotou Erliban Airport,<bound method Airport.set_airport_details of <(ZBOW) Baotou Erliban Airport - Altitude: 123 - Latitude: 40.55999 - Longitude: 109.996902>>
384,10,Dominican Republic,<bound method Entity.get_distance_from of <(MDBH) Barahona Maria Montez International Airport - Altitude: 10 - Latitude: 18.251459 - Longitude: -71.120399>>,BRX,MDBH,18.251459,-71.120399,Barahona Maria Montez International Airport,<bound method Airport.set_airport_details of <(MDBH) Barahona Maria Montez International Airport - Altitude: 10 - Latitude: 18.251459 - Longitude: -71.120399>>
385,21,Antigua And Barbuda,<bound method Entity.get_distance_from of <(TAPH) Barbuda Codrington Airport - Altitude: 21 - Latitude: 17.636065 - Longitude: -61.827099>>,BBQ,TAPH,17.636065,-61.827099,Barbuda Codrington Airport,<bound method Airport.set_airport_details of <(TAPH) Barbuda Codrington Airport - Altitude: 21 - Latitude: 17.636065 - Longitude: -61.827099>>
