date_time,aircraft_code,airline_iata,airline_icao,altitude,callsign,destination_airport_iata,ground_speed,heading,icao_24bit,id,latitude,longitude,number,on_ground,origin_airport_iata,registration,squawk,time,vertical_speed
2024-05-02 14:05:32.663186,AT75,2R,RLB,20000,RLB6638,,270,325,75863B,3506ae8f,12.4049,122.2081,2R6638,0,CEB,RP-C6638,,1714658724,0
2024-05-02 14:05:32.664434,B77W,NH,ANA,34000,ANA159,HND,476,236,8695A4,3506af0e,63.5566,-168.6301,NH159,0,JFK,JA797A,,1714658725,0
2024-05-02 14:05:32.665691,B77L,EK,UAE,16250,UAE9394,BRU,372,105,896171,3506af2f,50.9744,3.7279,EK9394,0,ORD,A6-EFK,,1714658727,-1472
2024-05-02 14:05:32.666971,B77W,CX,CPA,33000,CPA882,LAX,583,58,780A8A,3506af5a,42.6223,161.4178,CX882,0,HKG,B-KQV,,1714658724,0
2024-05-02 14:05:32.668220,A359,TG,THA,8475,THA653,BKK,278,350,885119,3506af7c,13.8547,100.8943,TG653,0,ICN,HS-THY,,1714658725,-448
2024-05-02 14:05:32.669463,B77L,QR,QTR,34000,QTR8043,NLU,529,121,06A1EC,3506afa9,41.3225,-128.4845,QR8043,0,NGO,A7-BFO,,1714658725,0
2024-05-02 14:05:32.670732,B77L,FX,FDX,35000,FDX457,MEM,510,86,ABBE23,3506afbc,36.1921,-95.1735,FX457,0,HNL,N856FD,,1714658726,0
2024-05-02 14:05:32.671976,B748,5Y,GTI,400,GTI8468,ANC,171,90,ABDAA4,3506b030,61.1678,-150.0741,5Y8468,0,ICN,N863GT,,1714658725,-1024
2024-05-02 14:05:32.673218,B77W,EY,ETD,34000,ETD9TH,YYZ,509,270,8962E6,3506b039,54.0049,-13.8419,EY141,0,AUH,A6-ETH,,1714658723,0
2024-05-02 14:05:32.674503,B788,KQ,KQA,39975,KQA100,LHR,508,346,04C159,3506b046,46.4583,4.3233,KQ100,0,NBO,5Y-KZG,,1714658727,-64
2024-05-02 14:05:32.675804,A332,MU,CES,36000,CES793,DXB,424,280,780CA9,3506b08e,25.4961,69.7909,MU793,0,TAO,B-5952,,1714658728,0
2024-05-02 14:05:32.677062,A333,QR,QTR,14325,QTR6L,LAD,335,244,06A03D,3506b0ac,-8.3785,14.2433,QR1489,0,DOH,A7-AED,,1714658724,-1536
2024-05-02 14:05:32.678345,A388,EK,UAE,33000,UAE69R,JFK,529,261,89618C,3506b0ce,50.2621,-17.6598,EK201,0,DXB,A6-EEM,,1714658724,0
2024-05-02 14:05:32.679599,A333,UL,ALK,38000,ALK605,CMB,467,304,77058D,3506b0ec,-6.71,96.6659,UL605,0,MEL,4R-ALM,,1714658724,0
2024-05-02 14:05:32.680860,A333,DL,DAL,38000,DAL71,ATL,464,229,AB3D41,3506b12b,38.6854,-77.9521,DL71,0,AMS,N823NW,,1714658727,0
2024-05-02 14:05:32.682116,B77W,EK,UAE,35700,UAE85H,CPT,475,221,89611D,3506b12c,-17.8122,30.8482,EK770,0,DXB,A6-ECV,,1714658727,-448
2024-05-02 14:05:32.683409,GLF6,,,45000,GLF6,,536,98,,3506b172,47.5803,-164.547,,0,,,,1714658724,0
2024-05-02 14:05:32.684668,B788,AV,AVA,41000,AVA120,LHR,514,57,AACAAC,3506b2af,43.9576,-22.3658,AV120,0,BOG,N795AV,,1714658728,0
2024-05-02 14:05:32.685925,B744,SQ,SIA,37000,SIA7991,AMS,539,100,76CCD1,3506b2c9,59.6165,-25.1364,SQ7991,0,LAX,9V-SFQ,,1714658728,0
2024-05-02 14:05:32.687221,B77L,ET,ETH,1075,ETH3730,LGG,115,225,040156,3506b368,50.6355,5.4413,ET3730,0,JIB,ET-AVN,,1714658688,0
2024-05-02 14:05:32.688480,B772,UA,UAL,36000,UAL853,TPE,486,256,AAD780,3506b3f1,29.7202,172.9866,UA853,0,SFO,N798UA,,1714658724,0
2024-05-02 14:05:32.689741,B789,UK,VTI,38000,VTI027,FRA,484,225,8013C2,3506b407,43.2348,29.107,UK27,0,BOM,VT-TSD,,1714658724,0
2024-05-02 14:05:32.691032,A388,EK,UAE,38000,UAE51N,SFO,483,345,8964E2,3506b4df,82.2191,61.2113,EK225,0,DXB,A6-EVK,,1714658728,0
2024-05-02 14:05:32.692292,B789,EY,ETD,35975,ETD19G,IAD,522,272,8965F3,3506b4ff,53.9749,-11.4617,EY131,0,AUH,A6-BNE,,1714658724,-64
2024-05-02 14:05:32.693541,B77L,CS,CSG,31000,CSG2544,CAN,483,98,7805AA,3506b52f,73.0381,49.1423,CSG2544,0,JFK,B-2075,,1714658728,0
2024-05-02 14:05:32.694886,A332,AH,HFY,2375,DAH4063,ALG,148,233,4D24FE,3506b543,36.7919,3.3814,AH4063,0,DXB,9H-HFJ,,1714658724,64
2024-05-02 14:05:32.696147,B77W,UU,REU,32000,REU9971,CDG,456,327,3A2E23,3506b554,31.4964,27.0903,UU9971,0,RUN,F-OLRD,,1714658724,0
2024-05-02 14:05:32.697402,B77L,QR,QTR,32000,QTR8421,DOH,447,276,06A141,3506b570,23.1825,62.638,QR8421,0,HKG,A7-BFH,,1714658724,0
2024-05-02 14:05:32.698678,FA7X,,,43000,FA7X,,435,331,,3506b5aa,32.6774,29.0047,,0,,,,1714658726,0
2024-05-02 14:05:32.699947,B744,5Y,GTI,19950,GTI8632,ORD,425,99,A4DCA4,3506b64e,42.4761,-89.4302,5Y8632,0,ANC,N412MC,,1714658726,-1856
2024-05-02 14:05:32.701202,A332,AR,ARG,37000,ARG1135,EZE,438,207,E07246,3506b6ba,7.1507,-35.2726,AR1135,0,MAD,LV-GIF,,1714658728,0
2024-05-02 14:05:32.702486,B789,UA,UAL,35992,UAL60,MEL,500,214,A254DA,3506b77d,-10.2543,-151.9065,UA60,0,SFO,N24976,,1714658720,0
2024-05-02 14:05:32.703738,A359,SQ,SIA,36000,SIA332,CDG,416,294,76CD46,3506b78c,40.6552,66.8635,SQ332,0,SIN,9V-SJF,,1714658725,64
2024-05-02 14:05:32.704985,FA50,HM,HMJ,39000,HMJ185,INV,405,185,4D2170,3506b7f5,34.1053,-8.255,HMJ185,0,FAO,9H-DFS,,1714658724,-128
2024-05-02 14:05:32.706358,A21N,B6,JBU,8275,JBU1621,BOS,250,252,A4C2AD,3506b81d,42.5756,-70.6112,B61621,0,LHR,N4058J,,1714658725,-1408
2024-05-02 14:05:32.707633,MD11,FX,FDX,33925,FDX6011,CAN,444,223,A8259B,3506b827,41.5893,146.4414,FX6011,0,ANC,N624FE,,1714658725,-64
2024-05-02 14:05:32.708894,B789,NZ,ANZ,37000,ANZ288,AKL,518,149,C8243A,3506b851,-13.9341,156.3509,NZ288,0,PVG,ZK-NZM,,1714658724,0
2024-05-02 14:05:32.710199,A359,OZ,AAR,39000,AAR211,ICN,467,243,71C361,3506b88a,53.4893,168.9416,OZ211,0,SFO,HL8361,,1714658728,0
2024-05-02 14:05:32.711493,A359,SQ,SIA,37500,SIA37,SIN,494,252,76CD43,3506b8ac,28.6765,175.1745,SQ37,0,LAX,9V-SJC,,1714658724,0
2024-05-02 14:05:32.712776,B788,AM,AMX,38000,AMX058,NRT,477,294,AA9BB7,3506b8b5,60.4037,-146.244,AM58,0,MEX,N783AM,,1714658724,-64
2024-05-02 14:05:32.714031,B77L,FX,FDX,0,FDX1814,LAX,0,180,AC096A,3506b93c,33.9339,-118.3898,FX1814,1,HNL,N875FD,,1714658724,0
2024-05-02 14:05:32.715350,B77W,PR,PAL,34000,PAL103,MNL,485,267,7584FA,3506bb5a,29.3572,175.3809,PR103,0,LAX,RP-C7782,,1714658720,0
2024-05-02 14:05:32.716614,B789,VS,VIR,38000,VIR301,LHR,496,294,406E11,3506bb9e,46.5234,21.1245,VS301,0,DEL,G-VOWS,,1714658724,-768
2024-05-02 14:05:32.717874,B77W,KE,KAL,36000,KAL006,ICN,444,254,71BF82,3506bbac,55.6673,177.9349,KE6,0,LAS,HL7782,,1714658724,0
2024-05-02 14:05:32.719183,B78X,UA,UAL,36000,UAL945,ORD,496,222,A05628,3506bbed,49.0119,-76.8033,UA945,0,FRA,N12005,,1714658724,0
2024-05-02 14:05:32.720510,B788,JQ,JST,39000,JST3,HNL,542,35,7C6BB9,3506bc0a,10.9218,-166.857,JQ3,0,SYD,VH-VKB,,1714658720,0
2024-05-02 14:05:32.721769,B789,AC,ACA,33992,ACA35,BNE,464,215,C023C5,3506bc29,13.473,-171.8455,AC35,0,YVR,C-FNOE,,1714658724,0
2024-05-02 14:05:32.723068,A359,CZ,CSN,38000,CSN655,SVO,455,273,7816C6,3506bc4e,55.2215,59.54,CZ655,0,CAN,B-308T,,1714658726,-64
2024-05-02 14:05:32.724323,B772,UA,UAL,37000,UAL130,EWR,522,92,A1EDE9,3506bc50,51.9528,-131.8848,UA130,0,HND,N223UA,,1714658726,0
2024-05-02 14:05:32.725584,B789,EY,ETD,36975,ETD450,SYD,523,135,896465,3506bc5a,-13.0787,98.5651,EY450,0,AUH,A6-BLG,,1714658724,0
2024-05-02 14:05:32.726868,B763,UC,LCO,35000,LCO2504,BRU,493,71,E8040D,3506bc66,45.597,-10.4872,UC2504,0,MIA,CC-CXK,,1714658724,-64
2024-05-02 14:05:32.728126,B748,CA,CCA,34000,CCA982,PEK,482,245,780CB7,3506bc99,65.5722,-160.2197,CA982,0,JFK,B-2486,,1714658726,0
2024-05-02 14:05:32.729379,B77W,CZ,CSN,32000,CSN328,CAN,477,229,780CB0,3506bcad,54.2092,170.4517,CZ328,0,LAX,B-2007,,1714658728,0
2024-05-02 14:05:32.730681,B77L,3S,BOX,34000,BOX531,LEJ,515,311,3C4596,3506bcaf,45.2096,25.3663,3S531,0,BLR,D-AALV,,1714658725,0
2024-05-02 14:05:32.732010,B77W,EK,UAE,35000,UAE398,DPS,482,123,896304,3506bccc,1.8847,102.2378,EK398,0,DXB,A6-ENB,,1714658726,0
2024-05-02 14:05:32.733399,B77L,FX,FDX,40000,FDX97,IND,414,245,AB8B7F,3506bd10,43.5886,-79.5479,FX97,0,LGG,N843FD,,1714658725,-64
2024-05-02 14:05:32.734707,B772,AA,AAL,38000,AAL101,JFK,485,245,AA7F5E,3506bd1e,48.8054,-58.398,AA101,0,LHR,N776AN,,1714658725,0
2024-05-02 14:05:32.735976,B77L,FX,FDX,36000,FDX159,CAN,400,241,ABA1C9,3506bd33,37.0348,137.3294,FX159,0,ANC,N849FD,,1714658725,0
2024-05-02 14:05:32.737241,B77L,CK,CKK,31000,CKK221,LAX,566,101,7805DC,3506bd49,47.2816,-161.9461,CK221,0,PVG,B-2076,,1714658728,0
2024-05-02 14:05:32.738537,B77L,QR,QTR,37000,QTR8156,DOH,474,166,06A1ED,3506bd55,36.7186,44.3149,QR8156,0,AMS,A7-BFP,,1714658728,0
2024-05-02 14:05:32.739803,B77W,TG,THA,34000,THA916,LHR,452,278,885177,3506bd5f,40.0396,53.0238,TG916,0,BKK,HS-TKW,,1714658724,0
2024-05-02 14:05:32.741081,GLEX,VJ,VJT,43000,VJT827,YYZ,483,250,4D20D6,3506bd67,49.5882,-63.888,VJT827,0,LTN,9H-VJJ,,1714658725,0
2024-05-02 14:05:32.742408,B77W,BR,EVA,34000,EVA1027,TPE,485,240,899040,3506bd6a,52.1388,165.0611,BR1027,0,SFO,B-16736,,1714658728,0
2024-05-02 14:05:32.743664,IL76,ZP,AZQ,1200,AZQ4552,GYD,110,345,600865,3506be20,40.4056,50.0573,ZP4552,0,PIK,4K-AZ101,,1714658726,-896
2024-05-02 14:05:32.744913,B789,SV,SVA,33992,SVA061,YYZ,492,273,710415,3506be4a,50.1007,-22.8827,SV61,0,JED,HZ-AR23,,1714658724,0
2024-05-02 14:05:32.746186,B789,QR,QTR,38000,QTR8U,LOS,496,279,06A2E9,3506be83,5.892,8.2591,QR1405,0,DOH,A7-BHF,,1714658726,0
2024-05-02 14:05:32.747466,B77L,QR,QTR,0,QTR8163,MAD,10,180,06A1EA,3506bee6,40.4869,-3.5793,QR8163,1,DOH,A7-BFM,,1714658727,0
2024-05-02 14:05:32.748751,B789,TN,THT,38000,THT407,PPT,470,207,3A3280,3506bf08,-13.9471,-147.1357,TN407,0,LAX,F-OMUA,,1714658709,0
2024-05-02 14:05:32.750005,B788,AI,AIC,40000,AIC149,LGW,452,308,800733,3506bf88,51.3002,50.9372,AI149,0,COK,VT-ANM,,1714658725,-64
2024-05-02 14:05:32.751322,A359,IB,IBE,40000,IBE6843,EZE,503,209,34604E,3506c00a,-0.3469,-39.1989,IB6843,0,MAD,EC-MXV,,1714658724,0
2024-05-02 14:05:32.752573,B744,CV,CLX,37000,CLX38B,LUX,521,117,4D012B,3506c00d,58.2937,-17.2769,CV6294,0,SEA,LX-GCL,,1714658724,0
2024-05-02 14:05:32.753820,B77W,EK,UAE,34000,UAE793,LAD,534,245,8960D2,3506c044,-4.0817,23.7252,EK793,0,DXB,A6-EBK,,1714658725,0
2024-05-02 14:05:32.755136,A21N,AA,AAL,0,AAL697,PHX,0,174,A4D7E4,3506c0a0,33.4382,-111.997,AA697,1,LIH,N411AN,,1714658722,0
2024-05-02 14:05:32.756391,B789,LA,LAN,36992,LAN800,SCL,468,80,E8044F,3506c12a,-55.0435,-122.1225,LA800,0,AKL,CC-BGI,,1714658728,0
2024-05-02 14:05:32.757878,A388,EK,UAE,9000,UAE62T,LHR,265,270,8963E9,3506c144,51.6458,0.0552,EK29,0,DXB,A6-EOL,,1714658725,0
2024-05-02 14:05:32.759244,B772,UA,UAL,37000,UAL804,IAD,546,110,AA92FB,3506c145,52.2496,-136.655,UA804,0,HND,N78004,,1714658725,0
2024-05-02 14:05:32.760511,B77W,CI,CAL,34000,CAL007,TPE,464,242,89901A,3506c19b,55.1338,172.6212,CI7,0,LAX,B-18055,,1714658720,0
2024-05-02 14:05:32.761771,B789,AM,AMX,36000,AMX035,MTY,485,228,0D09EC,3506c1cd,40.3661,-75.3528,AM35,0,MAD,XA-ADD,,1714658726,0
2024-05-02 14:05:32.763059,B77L,CZ,CSN,34000,CSN431,ANC,511,68,780AEC,3506c1e7,58.2341,-169.4461,CZ431,0,PVG,B-2042,,1714658726,0
2024-05-02 14:05:32.764315,A339,DL,DAL,39000,DAL120,MSP,506,83,A4FFB7,3506c233,53.0225,-139.7503,DL120,0,HND,N421DX,,1714658724,0
2024-05-02 14:05:32.765581,B77W,BR,EVA,32000,EVA1017,TPE,482,240,899036,3506c247,53.3025,168.3427,BR1017,0,SFO,B-16731,,1714658728,0
2024-05-02 14:05:32.766860,A359,CZ,CSN,38000,CSN677,LUX,485,255,78180A,3506c26c,61.1511,37.6938,CZ677,0,CGO,B-30CE,,1714658726,-64
2024-05-02 14:05:32.768119,B77L,QR,QTR,37100,QTR8982,ICN,514,96,06A2E1,3506c2f2,40.4207,115.6942,QR8982,0,DOH,A7-BFT,,1714658726,0
2024-05-02 14:05:32.769364,A388,EK,UAE,36000,UAE261,GRU,506,244,896523,3506c30c,-5.7608,19.7009,EK261,0,DXB,A6-EVM,,1714658725,-64
2024-05-02 14:05:32.770651,A359,FJ,FJI,36004,FJI811,NAN,482,227,C8809D,3506c313,2.9938,-159.4192,FJ811,0,LAX,DQ-FAJ,,1714658724,0
2024-05-02 14:05:32.771918,A388,KE,KAL,36000,KAL012,ICN,446,260,71BE22,3506c316,54.8483,177.3985,KE12,0,LAX,HL7622,,1714658728,0
2024-05-02 14:05:32.773184,A359,QR,QTR,0,QTR55K,DOH,11,67,06A105,3506c357,25.2577,51.6078,QR32,1,EDI,A7-ALQ,,1714658726,0
2024-05-02 14:05:32.774466,A333,HU,CHH,36000,CHH7985,SVO,418,257,781591,3506c367,56.4705,46.1138,HU7985,0,PEK,B-304L,,1714658725,0
2024-05-02 14:05:32.775751,B788,NH,ANA,40000,ANA179,NRT,473,277,86D682,3506c392,61.1324,-149.2407,NH179,0,MEX,JA828A,,1714658725,0
2024-05-02 14:05:32.777008,B38M,TK,THY,0,THY647,IST,7,180,4BB06B,3506c3c5,41.2655,28.7461,TK647,1,MGQ,TC-LCK,,1714658726,0
2024-05-02 14:05:32.778294,A332,QF,QFA,38000,QFA19,MNL,484,330,7C1465,3506c3d2,9.3556,124.0654,QF19,0,SYD,VH-EBB,,1714658724,0
2024-05-02 14:05:32.779551,GLEX,,,44975,GLEX,,530,97,,3506c414,28.9136,-92.1894,,0,,,,1714658726,64
2024-05-02 14:05:32.780806,A21N,AA,AAL,35025,AAL693,PHX,490,86,A57D42,3506c4a3,33.4,-115.8137,AA693,0,HNL,N453AA,,1714658726,0
2024-05-02 14:05:32.782052,R135,RR,RFR,35000,RRR7202,,426,324,43C39C,3506c52a,43.326,29.9307,RRR7202,0,CHQ,ZZ665,,1714658721,0
2024-05-02 14:05:32.783333,B77W,CX,CPA,23125,CPA171,PER,393,191,780A39,3506c531,-31.2572,116.3716,CX171,0,HKG,B-KQG,,1714658726,-1536
2024-05-02 14:05:32.784590,B38M,LJ,JNA,32275,JNA005,HKT,466,228,71C353,3506c537,11.9467,103.381,LJ5,0,ICN,HL8353,,1714658727,-960
2024-05-02 14:05:32.785853,B77L,FX,FDX,38000,FDX5021,MEM,456,237,ABDE34,3506c548,40.947,-74.5098,FX5021,0,LGG,N864FD,,1714658727,0
2024-05-02 14:05:32.787144,B77L,BR,EVA,36000,EVA625,TPE,482,232,89912D,3506c549,48.827,157.59,BR625,0,SEA,B-16787,,1714658720,0
2024-05-02 14:05:32.788401,B77W,KE,KAL,35000,KAL023,SFO,553,111,71C011,3506c569,46.0911,-150.3363,KE23,0,ICN,HL8011,,1714658728,0
2024-05-02 14:05:32.789658,B789,BA,BAW,12225,BAW72,LHR,252,87,406F76,3506c597,51.5649,0.1638,BA72,0,AUH,G-ZBKJ,,1714658726,-512
2024-05-02 14:05:32.790970,B744,,,41000,B744,,514,97,,3506c5a4,16.8891,98.02,,0,,,,1714658726,0
2024-05-02 14:05:32.792230,B789,CA,CCA,36000,CCA897,MAD,482,251,78100A,3506c604,60.9643,36.2834,CA897,0,PEK,B-7832,,1714658726,0
2024-05-02 14:05:32.793486,B77W,CX,CPA,34000,CPA731,DXB,433,272,780A64,3506c612,23.0339,82.9075,CX731,0,HKG,B-KQP,,1714658727,0
2024-05-02 14:05:32.794775,B789,MF,CXA,38020,CXA830,XMN,461,243,781112,3506c645,57.6712,-179.8374,MF830,0,LAX,B-7838,,1714658724,0
2024-05-02 14:05:32.796032,A359,ET,ETH,40000,ETH506,GRU,485,241,040204,3506c64f,-7.8689,-12.0601,ET506,0,ADD,ET-AYN,,1714658724,0
2024-05-02 14:05:32.797289,A339,DL,DAL,38000,DAL166,SEA,532,98,A4D838,3506c6be,44.2097,-148.4673,DL166,0,HND,N411DX,,1714658720,0
2024-05-02 14:05:32.798568,B77W,SQ,SIA,31600,SIA26,JFK,452,235,76CDC3,3506c6d3,41.5186,-71.463,SQ26,0,FRA,9V-SNC,,1714658727,-2432
2024-05-02 14:05:32.799836,A21N,B6,JBU,34025,JBU32,BOS,475,248,A4C5D8,3506c6df,51.6828,-51.3366,B632,0,AMS,N4064J,,1714658728,0
2024-05-02 14:05:32.801088,A359,TK,THY,38000,THY15,GRU,448,214,4BB0E7,3506c6e9,15.9707,-16.5032,TK15,0,IST,TC-LGG,,1714658726,0
2024-05-02 14:05:32.802367,A388,EK,UAE,0,UAE1GP,NCE,0,334,896471,3506c720,43.6582,7.2052,EK77,1,DXB,A6-EUG,,1714658726,0
2024-05-02 14:05:32.803665,A359,CI,CAL,39000,CAL015,TPE,459,229,899000,3506c747,54.1036,170.2424,CI15,0,SFO,B-18901,,1714658720,0
2024-05-02 14:05:32.804955,A339,5J,CEB,38000,CEB014,DXB,434,286,758706,3506c768,19.8371,72.9447,5J14,0,MNL,RP-C3904,,1714658726,0
2024-05-02 14:05:32.806261,A359,BF,FBU,40004,FBU80G,PPT,500,201,39C498,3506c7a0,-8.0091,-145.6275,BF710,0,SFO,F-HREY,,1714658724,0
2024-05-02 14:05:32.807531,B789,AA,AAL,40000,AAL99,ORD,451,240,AB6737,3506c7a5,43.6489,-81.7565,AA99,0,LHR,N834AA,,1714658724,-64
2024-05-02 14:05:32.808784,B764,UA,UAL,36000,UAL71,EWR,452,231,A9067B,3506c7a7,45.1959,-70.2341,UA71,0,AMS,N68061,,1714658725,0
2024-05-02 14:05:32.810033,B763,ES,DHK,28525,DHX721,HKG,501,94,8940B9,3506c824,22.9638,112.8173,ES721,0,BAH,A9C-DHT,,1714658725,-1152
2024-05-02 14:05:32.811329,B77L,FX,FDX,0,FDX9170,OAK,0,278,AB92ED,3506c849,37.7189,-122.2167,FX9170,1,ANC,N845FD,,1714658723,0
2024-05-02 14:05:32.812628,B788,BG,BBC,37975,BBC207,MAN,460,277,702086,3506c863,41.0263,39.4708,BG207,0,ZYL,S2-AJS,,1714658727,0
2024-05-02 14:05:32.813886,B788,QR,QTR,4075,QTR90Q,DOH,181,253,06A0AE,3506c8ce,25.5105,51.5842,QR20,0,DUB,A7-BCJ,,1714658725,-960
2024-05-02 14:05:32.815174,B77W,CI,CAL,31000,CAL003,TPE,489,230,899020,3506c8db,54.6069,171.2502,CI3,0,SFO,B-18007,,1714658728,0
2024-05-02 14:05:32.816436,B763,UA,UAL,0,UAL883,EWR,1,286,A8B9B3,3506c961,40.6899,-74.1748,UA883,1,LHR,N661UA,,1714658666,0
2024-05-02 14:05:32.817719,A359,CI,CAL,38000,CAL023,TPE,469,248,8990F4,3506c984,55.5741,175.8347,CI23,0,ONT,B-18907,,1714658724,0
2024-05-02 14:05:32.819011,B772,AA,AAL,36000,AAL705,CLT,463,233,AAAE4B,3506ca41,44.2923,-69.4819,AA705,0,FRA,N788AN,,1714658727,0
2024-05-02 14:05:32.820274,B77W,EY,ETD,35000,ETD3RH,AUH,471,166,896354,3506ca95,35.6656,44.8305,EY16,0,MAN,A6-ETQ,,1714658724,0
2024-05-02 14:05:32.821587,B77W,UA,UAL,34000,UAL189,MNL,485,277,A21DC4,3506ca9e,30.512,177.9164,UA189,0,SFO,N2352U,,1714658728,0
2024-05-02 14:05:32.822890,A21N,B0,DJT,37000,DJT100,EWR,467,247,39B44E,3506caae,48.9375,-52.2065,B0100,0,ORY,F-HNCO,,1714658727,64
2024-05-02 14:05:32.824148,B77W,EK,UAE,32000,UAE3U,ORD,508,282,89644B,3506cabf,51.3479,2.6658,EK235,0,DXB,A6-EPV,,1714658727,0
2024-05-02 14:05:32.825410,A333,SU,AFL,36000,AFL643,HKT,464,210,151DC7,3506cacf,14.4817,100.8856,SU643,0,KHV,RA-73159,,1714658725,0
2024-05-02 14:05:32.826714,A388,QR,QTR,16000,QTR68V,DOH,375,119,06A14B,3506cada,25.9687,51.6089,QR6,0,LHR,A7-APJ,,1714658725,-64
2024-05-02 14:05:32.827993,B789,QF,QFA,36988,QFA7,DFW,492,44,7C8067,3506cafa,-0.7611,-160.0838,QF7,0,SYD,VH-ZND,,1714658720,0
2024-05-02 14:05:32.829261,B789,AM,AMX,37975,AMX004,MEX,491,226,0D09E5,3506cb07,40.233,-75.2347,AM4,0,CDG,XA-ADC,,1714658727,0
2024-05-02 14:05:32.830545,B77W,AC,ACA,100,ACA875,YUL,111,42,C01754,3506cb13,45.4691,-73.7545,AC875,0,CDG,C-FIVR,,1714658726,-64
2024-05-02 14:05:32.831825,B772,BA,BAW,9925,BAW17R,JFK,270,215,4005B9,3506cb35,40.7666,-72.955,BA117,0,LHR,G-VIIA,,1714658726,-768
2024-05-02 14:05:32.833094,A339,DL,DAL,38000,DAL143,SEA,447,249,A4DBEF,3506cb44,62.5797,-92.562,DL143,0,AMS,N412DX,,1714658726,0
2024-05-02 14:05:32.834380,B744,K4,CKS,40000,CKS888,EHU,415,261,AA5BC5,3506cb48,38.3838,138.2392,K4888,0,ANC,N767CK,,1714658726,0
2024-05-02 14:05:32.835653,B789,KE,KAL,36000,KAL026,ICN,459,243,71C081,3506cb51,55.1473,172.6941,KE26,0,SFO,HL8081,,1714658720,0
2024-05-02 14:05:32.836911,A332,CT,CTM,40000,CTM1028,,429,244,3B7543,3506cb5a,13.7082,-35.792,CTM1028,0,,F-UJCT,,1714658728,0
2024-05-02 14:05:32.838198,B789,EY,ETD,13525,ETD69W,LHR,300,262,8963CF,3506cb96,51.6591,0.3427,EY25,0,AUH,A6-BLB,,1714658725,-960
2024-05-02 14:05:32.839459,A320,F9,FFT,0,FFT2284,SJU,0,236,A21F57,3506cbdd,18.4388,-66.0016,F92284,1,MIA,N236FR,,1714658722,0
2024-05-02 14:05:32.840718,B77L,ET,ETH,34000,ETH3702,BRU,504,310,040168,3506cbf0,48.6013,4.0925,ET3702,0,JIB,ET-AWE,,1714658725,0
2024-05-02 14:05:32.841978,B763,UA,UAL,38025,UAL957,EWR,428,250,A8CC46,3506cc02,43.4961,-67.2703,UA957,0,GVA,N666UA,,1714658726,64
2024-05-02 14:05:32.843279,F2TH,,,43000,F2TH,,410,208,,3506cc11,5.4817,-29.2018,,0,,,,1714658728,0
2024-05-02 14:05:32.844536,B789,UA,UAL,38000,UAL142,DEN,524,87,A31A76,3506cc49,50.0331,-137.0915,UA142,0,NRT,N29984,,1714658728,0
2024-05-02 14:05:32.845793,A359,SQ,SIA,32050,SIA494,DXB,456,307,76CD11,3506cca9,24.1195,57.083,SQ494,0,SIN,9V-SHQ,,1714658725,-2944
2024-05-02 14:05:32.847113,B744,T8,TVR,32000,TVR4712,,467,292,504E70,3506ccc0,22.7922,64.5628,T84712,0,HKG,ER-BYK,,1714658724,0
2024-05-02 14:05:32.848387,A359,AF,AFR,38000,AFR20M,LAX,430,240,39CF10,3506cd02,56.1951,-86.5088,AF20,0,CDG,F-HTYQ,,1714658720,0
2024-05-02 14:05:32.849642,B788,QR,QTR,6325,QTR3B,DOH,220,303,06A0C1,3506cd58,25.3288,51.7006,QR36,0,BHX,A7-BDC,,1714658726,-1216
2024-05-02 14:05:32.850922,B789,KE,KAL,4200,KAL633,DPS,259,139,71BA09,3506ce2f,-8.6721,114.8392,KE633,0,ICN,HL7209,,1714658725,-1024
2024-05-02 14:05:32.852197,B772,AA,AAL,38000,AAL717,CLT,477,234,AA9BB8,3506ce43,46.0666,-66.2923,AA717,0,MUC,N783AN,,1714658725,0
2024-05-02 14:05:32.853457,A339,AZ,ITY,38000,ITY640,SFO,450,267,4CADFA,3506ce67,67.0574,-57.6036,AZ640,0,FCO,EI-HPA,,1714658725,0
2024-05-02 14:05:32.854754,B788,ZG,TZP,41000,TZP30,SJC,510,107,86D668,3506ce8e,43.1083,-140.4284,ZG30,0,NRT,JA827J,,1714658720,0
2024-05-02 14:05:32.856010,A35K,EY,ETD,39000,ETD11K,AUH,570,101,896597,3506cec2,29.4008,38.4741,EY32,0,CDG,A6-XWB,,1714658724,0
2024-05-02 14:05:32.857292,B789,QR,QTR,10125,QTR30W,DOH,268,194,06A2EB,3506cee6,25.4684,51.8925,QR22,0,MAN,A7-BHH,,1714658725,-1280
2024-05-02 14:05:32.858599,B77W,PR,PAL,33996,PAL105,MNL,479,260,7580EF,3506cf04,30.8293,179.2548,PR105,0,SFO,RP-C7775,,1714658728,0
2024-05-02 14:05:32.859861,A332,JD,CBJ,38000,CBJ495,SVO,450,259,780E67,3506cf11,60.0411,56.6024,JD495,0,TAO,B-8019,,1714658724,64
2024-05-02 14:05:32.861131,A21N,B6,JBU,20250,JBU1408,JFK,389,251,A4BEF6,3506cf36,41.0676,-72.2511,B61408,0,CDG,N4048J,,1714658726,-2688
2024-05-02 14:05:32.862426,C404,,,6200,OOESA,,178,1,449661,3506cf86,53.0237,7.0373,,0,GRQ,OO-ESA,,1714658723,0
